manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,sources_hash,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio,gwp_electronics_ratio,gwp_battery_ratio,gwp_hdd_ratio,gwp_ssd_ratio,gwp_othercomponents_ratio,comment
Lenovo,ThinkVision P24q-30,,,824.0,0.27,,5.0,WW,2022-07-0,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24q-30.pdf,204a1383dbd55a56d7db83fc12bc51dc,0.235,0.44,5.67,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.28,0.01,,,,,,
Lenovo,ThinkVision P24h-30,,,872.0,0.3,,5.0,WW,2022-07-0,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24h-30.pdf,fa7432394028eff69969dabc5c7346de,0.243,0.43,5.67,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.26,0.01,,,,,,
Lenovo,ThinkVision P24h-2L,,,344.0,0.35,,5.0,WW,2020-11-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24h-2l.pdf,6ea68cd31af99c11ab0fff7265dbe89e,0.282,,6.39,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,P24h-10,,,825.0,0.16,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p24h-10.pdf,db81ff109fab7c5cf1ec418811af2dd3,0.281,,5.69,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision M15 / Lenovo L15,,,237.0,0.31,,5.0,WW,2021-03-1,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-m15_lenovo-l15.pdf,16101a9b034166a9235f053a0f6d4c9b,0.283,0.62,0.86,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.0,0.2,,,,,
Lenovo,ThinkVision M14d,,,549.0,0.15,,5.0,WW,,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-m14d.pdf,7b936cc9ba5ae53656a91b59efe82d20,0.206,0.765,,China,,,,,,,2025-04-04,Lenovo Auto Parser,0.08,0.005,,,,,,
Lenovo,ThinkVision M14,,,280.0,0.13,,2.0,WW,2019-05-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-m14-0522-update.pdf,01ca6171e1f26401a0ff455f509d2c87,0.239,,1.67,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.38,,,,,
Lenovo,LT2934z  Wide,,,288.0,0.0,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-lt2934z-wide.pdf,074ed750258751795448b286bff17af3,,,7.5,,,,,,,,2025-04-04,Lenovo Auto Parser,,0.02,,,,,,
Lenovo,ThinkVision L27q,,,444.0,0.53,,3.0,WW,2016-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l27q.pdf,e8da4ebac8611ba6d482bef8c25a6234,0.194,0.44,7.5,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.01,,,,,,
Lenovo,ThinkVision L27i-28,,,378.0,,,5.0,WW,2018-05-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l27i-28.pdf,aecb4c46ba5a8b2fdc18bda8a5c43edb,0.294,,6.84,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.04,0.01,0.1,,,,,
Lenovo,LT2423  Wide,,,288.0,0.4,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-lt2423p-wide.pdf,0db8ee6a1f14e5ad4e9469a078a098e5,,,7.5,,,,,,,,2025-04-04,Lenovo Auto Parser,,0.02,,,,,,
Lenovo,LT2223p Wide,,,333.0,,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-lt2223p-wide.pdf,924d065b8ff671ac989b64bc67ac9410,0.174,,7.5,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.01,,,,,,
Lenovo,LT2223d  Wide,,,261.0,0.35,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-lt2223d-wide.pdf,5d01f2639edbd0a52235286786b2d909,,,7.81,,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.02,,,,,,
Lenovo,ThinkVision L24q-10,,,697.85,0.17,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24q-10.pdf,ac90a264b049300f270850ba342952fe,,,4.65,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision L24i-20,,,633.0,0.17,,5.0,WW,2017-07-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24i-20.pdf,1d0706f4bc4b72662df91b5ae64538af,0.205,,5.21,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.11,,,,,
Lenovo,ThinkVision L24i-10,,,657.08,0.16,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24i-10.pdf,4d4fe2b03d85428a8b1f152be816de8c,,0.795,5.0,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.04,0.005,0.1,,,,,
Lenovo,ThinkVision L24e-20,,,442.0,0.42,,5.0,WW,2018-06-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24e-20.pdf,df63d615f1d7d5ac9411097d6c76a32b,0.428,,5.06,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.01,,,,,
Lenovo,ThinkVision L27q-20,,,754.5,,,5.0,WW,2017-2-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l27q-20.pdf,1624b181339ffa5d453e6a74811f13a9,0.227,,7.17,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision L24q-20,,,649.5,0.45,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24q-20.pdf,fcab0ff411580319bc85c21fe82c53d6,,,4.65,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,L23i-18,,,642.0,0.17,,3.0,WW,2017-04-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l23i-18.pdf,ab739ea26792f4559854abf51a24d579,0.224,,4.78,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.06,,,,,
Lenovo,ThinkVision E29w-20 ThinkVision T29ws-20 ThinkVision L29w-30,,,358.0,,,5.0,WW,2021-5-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-e29w-20_t29ws-30_l29w-30.pdf,7c7b870a06f1055eaf370726898c33c3,0.324,,6.6,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,Thinkvision E28u-20 / T28US-20 Lenovo L28u-35,,,1070.0,0.35,,,WW,2022-02-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-e28u-20_t28us-20_lenovo-l28u-35.pdf,05a182e6c812dd808a3de34c71ab6243,0.265,0.4,6.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.24,0.01,,,,,,
Lenovo,ThinkVision E27q-20 / T27qs-20,,,457.0,,,5.0,WW,2021-04-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-e27q-20_t27qs-20.pdf,4970172d822343ec7729ac7103bb1b98,0.328,,,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.11,0.01,,,,,,
Lenovo,ThinkVision E24-29,,,633.0,0.28,,5.0,WW,2022-05-2,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-e24-29.pdf,7e7f4bdce996bf5eee513db847494483,0.199,0.45,4.54,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.26,0.01,,,,,,
Lenovo,ThinkVision E24-28 Lenovo L24-28,,,642.0,0.67,,5.0,WW,2021-2-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-e24-28_lenovo-l24-28.pdf,c2928c7fc1f28bec65b90224961def2b,0.198,,4.9,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,,,,,,
Lenovo,ThinkVision E24q-20 / T24qs-20,,,385.0,,,5.0,WW,2021-04-3,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-e24q-20_t24qs-20.pdf,7f00fbe4091cfe610551ffc5219de5c4,0.325,,5.05,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision E24-10,,,675.0,,,5.0,WW,2017-07-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e24-10.pdf,65531baa88b93daf33dc06f0d826e68a,0.172,,5.3,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,E2323  Wide,,,351.0,0.36,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e2323-wide.pdf,b1141b91461e1deef02b4c19ddeec715,,,5.16,,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision E22-20/T22s-20/E22-28/T22s-28,,,295.0,0.42,,5.0,WW,2020-06-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e22-20_t22s-20_e22-28_t22s-28.pdf,415aca375d1fe6158503e5d6accbba44,0.285,,3.9,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.13,,,,,
Lenovo,ThinkVision E22-20/T22s-20/E22-28/T22s-28,,,295.0,0.42,,5.0,WW,2020-06-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-e22-20_t22s-20_e22-28_t22s-28.pdf,415aca375d1fe6158503e5d6accbba44,0.285,,3.9,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.13,,,,,
Lenovo,ThinkVision E21-10,,,640.0,,,5.0,WW,2017-9-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e21-10.pdf,20adcc8e3b71f3e7c7ff13264bd58865,0.175,,3.95,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision E2054,,,828.0,0.19,,,Worldwide,2022-01-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-e2054.pdf,1382589ef74fecf0fb3ffc5bca904732,0.175,0.73,,Asia,,,,,,,2025-04-04,Lenovo Auto Parser,0.14,0.0,,,,,,
Lenovo,E2013  Wide,,,207.0,,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e2013-wide.pdf,93fa24bb51033b8a26f9988511578932,,,4.45,,19.5,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,E1922  Wide,,,287.0,,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-e1922-wide.pdf,b76add6acb7c446c46be826145edd1e2,,,3.96,,18.5,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,,,,,,
Lenovo,Think Vision E20-30 / Lenovo D20-30,,,537.0,,,5.0,WW,2022-02-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-e20-30_lenovo-d20-30.pdf,2420656ff05610b7530299dd10b8cae4,0.264,,2.48,CN,19.5,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,D20-20 / E20-20,,,288.0,0.4,,5.0,WW,2020-11-1,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-d20-20_e20-20.pdf,9dd8ab833ab2b0dc0de749e63d6d95b7,0.306,0.54,2.91,China,19.5,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.0,0.12,,,,,
Lenovo,ThinkVision Creator Extreme,,,676.0,0.59,,5.0,WW,2020-12-1,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/pcf-thinkvision-creator-extreme.pdf,d25c81e7dfd54aebe96e2dc0421b212c,0.367,0.35,9.9,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.05,0.01,0.1,,,,,
Lenovo,V730-13/ZhaoYang K32-80,,,241.0,0.25,,5.0,US,2018-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v730-13.pdf,e4678c1ae118f6cf9b478918c2762661,0.191,0.7,1.198,CN,13.3,,,,,,2025-04-04,Lenovo Auto Parser,0.05,0.0,,0.02,,,0.0,
Lenovo,V720-14,,,252.0,0.21,,5.0,US,2017-12-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v720-14.pdf,43201645705a75f4955b9c62bd8facd9,0.206,0.705,1.46,CN,14.1,,,,,,2025-04-04,Lenovo Auto Parser,0.08,0.005,,,0.0,0.21,0.0,
Lenovo,ideapad V530s-14,,,248.0,,,4.0,EU,2018-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v530s-14.pdf,2f6ea15c167027abbfccbb1eb259d072,0.214,,1.54,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.02,,0.27,,
Lenovo,V340-17,,,303.0,0.27,,5.0,US,2019-1-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v340-17.pdf,c6744438ecc5fa564f4fc59ca84581d5,0.211,,2.8,CN,17.1,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,V330-15/E53-80,,,357.0,0.36,,5.0,US,2017-12-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v330-15_e53-80.pdf,9242656bc11e46ad0f8db03e9a87329c,0.174,0.575,1.9,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,,0.15,,
Lenovo,V330-14/E43-80/K43c-80,,,210.0,0.27,,5.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v330-14.pdf,03281b7389fe0c11321b3308c2d14063,0.238,0.71,1.798,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.01,,,,,,
Lenovo,V320-17,,,324.0,0.24,,5.0,US,2017-12-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v320-17.pdf,5939ebe1e9ed8dce0e560f275f654626,0.213,,,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,0.05,0.17,0.05,
Lenovo,V320-15,,,322.0,0.13,,5.0,EU,2018-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v320-15.pdf,4482755a1e4cd9eee937aa32edbe645a,0.407,0.775,2.13,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.09,0.005,,0.01,0.03,,,
Lenovo,V320-14,,,296.0,0.14,,5.0,EU,2018-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v320-14.pdf,e49c29a111c6b4511a05ecddd8021a0d,0.432,,1.5,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,,,,,,
Lenovo,V310-15ISK,,,407.0,0.39,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v310-15.pdf,5c8b9fe272e29681415c428d3115168c,0.319,0.55,2.1,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.0,,0.02,,,,
Lenovo,V310-14ISK,,,385.0,0.38,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v310-14.pdf,ff1e2cce50b0a10727da7f4636eeabe8,0.314,0.56,2.0,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.0,,0.02,,,,
Lenovo,ideapad V140-15,,,277.0,0.27,,5.0,US,2019-1-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v140-15.pdf,e2de051df442eede17751bdfbcd1800d,0.199,,2.2,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,V140-14,,,249.0,0.24,,5.0,US,2019-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v140-14.pdf,a0746aea3646c1592e5d44d36b13b531,0.193,0.69,1.6,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.0,,,0.04,0.04,0.06,
Lenovo,V130-15/V330-15/V145-15,,,337.0,0.18,,5.0,EU,2018-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v130-15.pdf,614a0828335bed4de6f4db79e0e44709,0.359,,2.13,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.01,,0.06,0.21,
Lenovo,V130-14/V330-14,,,303.0,0.16,,5.0,EU,2018-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v130-14.pdf,404846714d58e3b103ad2799168c5e5c,0.413,0.765,1.5,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.005,,,0.03,0.07,,
Lenovo,V110-15,,,326.0,0.27,,5.0,US,2018-2-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v110-15.pdf,8fa6bb6850c2c80d1dfffa411b6b54a5,0.196,,2.1,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.02,0.49,,0.49,
Lenovo,V110-14,,,287.0,0.29,,5.0,US,2018-5-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v110-14.pdf,8c2f4fdd5e3b0f76829a9034e13e19eb,0.174,0.645,1.88,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,0.03,0.19,0.0,
Lenovo,V14 G3 ABA,,,279.0,0.15,,3.0,US,2022-3-8,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v14-gen-3-aba.pdf,34af0c4c29ea995b334096a55b472a52,,0.84,1.43,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.0,,0.03,,,,
Lenovo,V17 G2,,,311.0,0.21,,5.0,US,2021-03-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-v17-gen-2.pdf,90a9d553d4619dab801914b0ab86e466,0.219,0.775,2.3,CN,17.3,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,,0.02,0.0,0.04,0.0,
Lenovo,V15 2nd Gen ITL,,,366.0,0.17,,5.0,US,2020-12-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-v15-gen-2-itl.pdf,4617a5e95f7284180f9c092e792ebe96,0.158,0.815,1.8,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,,0.02,,0.05,0.05,
Lenovo,V15 G2 IJL,,,296.0,,,5.0,US,2021-10-9,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v15-gen-2-ijl.pdf,5a8cf111cd0e98ea5f882c40746b5fb6,,,1.7,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,V14 2nd Gen ITL,,,351.0,0.18,,5.0,US,2020-12-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-v14-gen-2-itl.pdf,5a09847661364503922e4b9d38b1a049,0.142,0.805,1.6,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,,0.02,,,,
Lenovo,V14 G2 IJL,,,275.0,,,5.0,US,2021-10-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v14-gen-2-ijl.pdf,81b5746b19b493755787dc22fc198194,,,1.6,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,N42-20 Chromebook,,,362.0,,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n42-20-chromebook.pdf,6caca17be2964971e44c5083297fd1d5,0.232,,1.5,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,0.03,,,
Lenovo,N24/Lenovo 300e,,,232.0,0.16,,5.0,EU,2017-12-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n24e_300e.pdf,cf61ad4deff349d5abcd5b462baf4a71,0.194,0.805,1.43,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,0.03,0.005,,,0.0,0.21,0.0,
Lenovo,N22-20 Touch Chromebook,,,248.0,0.22,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n22-20-chromebook-touch.pdf,e577f1a261d686aaae7d993d60ddf90e,0.222,0.705,1.25,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.005,,0.02,0.0,,,
Lenovo,N23 Yoga Chromebook；Lenovo Flex 11 Chromebook,,,296.66,,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n23-yoga_flex-11-chromebook.pdf,0120c5d65596d429517fdcaea59492c0,,,1.362,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,N23 Chromebook,,,425.0,0.36,,5.0,USA,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n23-chromebook.pdf,61cb9e3583eaaa9ffe064bb24e6a6da9,0.153,,1.25,China,11.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.01,0.0,0.17,0.0,
Lenovo,N22,,,296.0,0.28,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n22.pdf,2597b299f046f6755774d19722e36195,0.247,0.655,1.0,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,,,,
Lenovo,IdeaPad Flex 5 Chrome 14IAU7 Lenovo Flex 5 chrome 14IAU,,,722.0,0.14,,5.0,WW,2022-3-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-ideapad-flex-5-chrome-14-iau7_lenovo-flex-5-chrome-14iau.pdf,b40eadf029b9535dfdc85d6d2d069230,,0.75,1.62,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.11,0.0,,0.02,,,,
Lenovo,E52-80Lenovo V510-15ISKLenovo V510-15IKB,,,375.0,0.07,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e52-80_v510-15.pdf,1836570624acbb9b88fa656db99cbeb7,0.229,0.875,2.1,CN,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.05,0.005,,,,,,
Lenovo,E42-80Lenovo V510-14ISKLenovo V510-14IKB,,,362.0,,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e42-80_v510-14.pdf,4f34dd702dd726abbfd817893e333703,0.227,,2.0,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,,,,
Lenovo,E41-55,,,318.0,0.15,,5.0,EU,2020-08-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-lenovo-e41-55-amd-update.pdf,3c578d6f4d867e6a78b28897ef06acb6,0.173,0.805,1.49,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.04,0.005,,,,,,
Lenovo,E41-50,,,317.0,0.15,,5.0,EU,2020-11-0,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-e41-50.pdf,4b7e9766337eefa620bdebe16cc4c6d6,0.186,,1.49,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.02,,0.03,0.0,
Lenovo,E41-35,,,260.0,0.27,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e41-35.pdf,32f0b8f2837078ee7e39df5e042ae527,0.177,0.655,1.65,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.005,,,,,,
Lenovo,E41-25,,,296.0,0.3,,5.0,US,2018-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e41-25.pdf,6e088e7ea41ae8df738a60ecbc832f8e,0.213,0.645,1.65,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.05,0.005,,0.03,0.0,,0.0,
Lenovo,E41-20,,,292.0,0.29,,5.0,US,2018-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e41-20.pdf,17d306dae996485b78abf1aae9c40c5f,0.226,,1.65,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,0.05,0.0,,0.0,
Lenovo,E41-15,,,332.0,0.28,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e41-15.pdf,850abf4e57f301e13492e7abca681765,0.253,0.65,2.1,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,0.07,0.0,,0.02,0.03,,,
Lenovo,E41-10,,,348.0,0.28,,5.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-e41-10.pdf,1e003ee78dd357a1514593975523fa68,0.261,,2.1,CN,14.0,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,0.04,0.03,,,
Lenovo,B50-­45,,,308.0,0.17,,4.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-b50-45.pdf,f3ddf8587ea79ff9badd2ecd08da4efb,,0.74,2.3,,15.6,,,,,,2025-04-04,Lenovo Auto Parser,0.08,0.01,,,,,,
Lenovo,B40-­45,,,293.0,0.17,,4.0,US,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-b40-45.pdf,0e525b4ac5fd290c9d43c2de62da3d67,,0.74,2.1,,,,,,,,2025-04-04,Lenovo Auto Parser,0.08,0.01,,,,,,
Lenovo,500e Chromebook 2nd Gen,,,221.0,0.22,,5.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-500e-chromebook-gen-2.pdf,0327a247c5b25a249f6cd15a9c08f673,0.226,0.715,1.1735,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,0.06,0.005,,,,,0.04,
Lenovo,500e Chromebook,,,206.0,,,5.0,EU,2018-3-9,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-500e-chromebook.pdf,b1bcaa625d729591aeda8a00ddf09b9f,0.194,,1.35,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,0.11,0.005,,0.03,0.0,,0.0,
Lenovo,300e Chromebook 2nd Gen AST,,,220.0,,,5.0,EU,,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-300e-chromebook-2nd-ast.pdf,e2d0f34183524e38236dff32425ecf75,0.191,,1.21,CN,11.6,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,0.0,,0.0,
